;title;X;y;description
49;Restore California Least Tern habitat at the Alameda Wildlife Reserve!;Restore California Least Tern habitat at the Alameda Wildlife Reserve! Each year WorldJobs Ltd. and Friends of Alameda Wildlife Reserve sponsors a workday where volunteers help restore critical California Least Tern habitat. The work happens from September to April when the terns are not present. Activities include pulling out invasive plants, changing out the substrate, and refurbishing the tern shelters. We will assemble at the main refuge gate, and all materials are provided (please, however, bring work gloves if you have them). Please come and join us for a wonderful day out at our urban refuge! Meeting location: Located on the northwest portion of the former WorldJobs Ltd. just east of the city of Oakland. Email us for directions.;['adjust to physical demands', 'adopt ways to foster biodiversity and animal welfare', 'attend to detail', 'demonstrate awareness of health risks ', 'manage quality', 'move objects', 'react to physical changes or hazards', 'use equipment, tools or technology with precision', 'work independently'];Each year <organisation> and Friends of Alameda Wildlife Reserve sponsors a workday where volunteers help restore critical California Least Tern habitat. The work happens from September to April when the terns are not present. Activities include pulling out invasive plants, changing out the substrate, and refurbishing the tern shelters. We will assemble at the main refuge gate, and all materials are provided (please, however, bring work gloves if you have them). Please come and join us for a wonderful day out at our urban refuge! Meeting location: Located on the northwest portion of the former <organisation> just east of the city of Oakland. Email us for directions.
50;TRAIL & HABITAT STEWARDSHIP: Mount Sutro;"TRAIL & HABITAT STEWARDSHIP: Mount Sutro Project Overview Join us on WorldJobs Ltd. for activities such as brushing, trail maintenance or invasive species removal. Help us work towards our mission of building community, connecting people with nature, and protecting and enhancing Mount Sutro, one of the city’s wildest and most beautiful green spaces. About Sutro Stewards Sutro Stewards’ mission is to build community, connect people with nature, and protect and enhance Mount Sutro. Currently, the nursery grows over 180 different species, and houses over 4,000 plants in total. Project Requirements & Important Notes Wear clothes that can get dirty! Long pants and long-sleeved shirts to protect your legs and arms while working and sturdy, closed-toe shoes. Some work areas may have poison oak and arriving in appropriate clothing limits exposure risk. If you have a known sensitivity, please alert a crew leader prior to starting work. After program, we welcome you to join us for pizza and refreshments (on us!) starting around 12:15pm. We will meet in the Woods Lot located at 123 Fake Street, Faketown, Fakeland. Parking is available in the Woods Lot parking lot only. Once you RSVP, we will be reaching out to you with a more in depth info packet and two participation waivers. . Please plan to arrive 15 minutes early to fill out waivers onsite if needed. Please email maxime@worldjobs.com with any questions or concerns!"" Please do your part in keeping our community healthy. If you are immuno-compromised, at increased risk for severe illness, or feeling sick at all, please decline your registration to the event and register for a project at a less risky time. For additional resources and guidance on how to keep yourself healthy, visit the CDC website. If you are interested in signing up as a group, please email maxime@worldjobs.com. For a one-time $50 group sign-up fee, we can assist your team with signing up and coordinating with the agency partner for possible accommodation.";['adjust to physical demands', 'adopt ways to foster biodiversity and animal welfare', 'attend to detail', 'build networks', 'build team spirit', 'demonstrate awareness of health risks ', 'ensure customer orientation', 'manage quality', 'motivate others', 'move objects', 'react to physical changes or hazards', 'use equipment, tools or technology with precision', 'work in teams', 'work independently'];"Project Overview Join us on <organisation> for activities such as brushing, trail maintenance or invasive species removal. Help us work towards our mission of building community, connecting people with nature, and protecting and enhancing Mount Sutro, one of the city’s wildest and most beautiful green spaces. About Sutro Stewards Sutro Stewards’ mission is to build community, connect people with nature, and protect and enhance Mount Sutro. Currently, the nursery grows over 180 different species, and houses over 4,000 plants in total. Project Requirements & Important Notes Wear clothes that can get dirty! Long pants and long-sleeved shirts to protect your legs and arms while working and sturdy, closed-toe shoes. Some work areas may have poison oak and arriving in appropriate clothing limits exposure risk. If you have a known sensitivity, please alert a crew leader prior to starting work. After program, we welcome you to join us for pizza and refreshments (on us!) starting around 12:15pm. We will meet in the Woods Lot located at <address>. Parking is available in the Woods Lot parking lot only. Once you RSVP, we will be reaching out to you with a more in depth info packet and two participation waivers. . Please plan to arrive 15 minutes early to fill out waivers onsite if needed. Please email <email> with any questions or concerns!"" Please do your part in keeping our community healthy. If you are immuno-compromised, at increased risk for severe illness, or feeling sick at all, please decline your registration to the event and register for a project at a less risky time. For additional resources and guidance on how to keep yourself healthy, visit the CDC website. If you are interested in signing up as a group, please email <email>. For a one-time $50 group sign-up fee, we can assist your team with signing up and coordinating with the agency partner for possible accommodation."
51;Nature Education Docent;"Nature Education Docent For nearly 40 years the WorldJobs Ltd. Marina Experience Program has provided high quality hands-on environmental education programs for school children and teachers. The Bay Interpretive Training Program was developed in 2023-10-01 to train volunteers in nature education techniques to assist Nature Center staff in teaching children and adults about Bay ecology. Program topics include: * Animals (Nov-Feb) - Fish, birds, marine mammals & Bay scientist * Low Tide (March-June) - Explore the rocky shoreline & docks * Sailing (March-May) - Students experience the Bay on a sailboat. * Summer programs featuring Marine Biology & Boating weeks Our training begins in October 2024 and continues until March 2025. It involves hands-on training sessions covering such topics such as the history of the Bay, marine habitats, and bayshore flora & fauna, with special emphasis on how to teach and use artifacts and live animals. Trainings are ongoing; you may join the program at any time during the year. The cost is $10 per training Bay Interpretive Training | WorldJobs Ltd. (https://www.worldjobs.com)";['address an audience', 'advise others', 'apply knowledge of science, technology and engineering', 'comply with regulations', 'demonstrate awareness of health risks ', 'demonstrate curiosity', 'demonstrate trustworthiness', 'demonstrate willingness to learn', 'engage others in environment friendly behaviours', 'ensure customer orientation', 'instruct others', 'memorise information', 'promote ideas, products, services ', 'protect the health of others', 'react to physical changes or hazards', 'report facts', 'show commitment', 'show confidence', 'use equipment, tools or technology with precision'];"For nearly 40 years the <organisation> Marina Experience Program has provided high quality hands-on environmental education programs for school children and teachers. The Bay Interpretive Training Program was developed in <date> to train volunteers in nature education techniques to assist Nature Center staff in teaching children and adults about Bay ecology. Program topics include: * Animals (Nov-Feb) - Fish, birds, marine mammals & Bay scientist * Low Tide (March-June) - Explore the rocky shoreline & docks * Sailing (March-May) - Students experience the Bay on a sailboat. * Summer programs featuring Marine Biology & Boating weeks Our training begins in October 2024 and continues until March 2025. It involves hands-on training sessions covering such topics such as the history of the Bay, marine habitats, and bayshore flora & fauna, with special emphasis on how to teach and use artifacts and live animals. Trainings are ongoing; you may join the program at any time during the year. The cost is $10 per training Bay Interpretive Training | <organisation> (<url>)"
52;Grant Writer;Grant Writer We are looking actively recruit one (1) volunteer to support WorldJobs Ltd. in our grant writing efforts. The Grant Writer volunteer supports WorldJobs Ltd. through thorough research, submitting excellent and identifying well matched funding sources. This position is responsible for researching prospective funders and finding organizations that would be interested in funding the mission and operational facets of WorldJobs Ltd.. The proposals should be tailored to each funding organization prior to submission. The Grant Writer volunteer follows all of the funding agency’s writing guidelines when creating the proposal and submitting the proposal application by the deadline. Prefer volunteers with grant writing experience! Please complete an application at the following link to sign up today!: https://www.worldjobs.com;['address an audience', 'attend to detail', 'carry out calculations', 'comply with regulations', 'conduct web searches', 'demonstrate willingness to learn', 'manage quality', 'manage time', 'meet commitments', 'operate digital hardware', 'organise information, objects and resources', 'plan', 'promote ideas, products, services ', 'report facts', 'show initiative', 'think analytically', 'think creatively', 'use communication and collaboration software', 'work independently'];We are looking actively recruit one (1) volunteer to support <organisation> in our grant writing efforts. The Grant Writer volunteer supports <organisation> through thorough research, submitting excellent and identifying well matched funding sources. This position is responsible for researching prospective funders and finding organizations that would be interested in funding the mission and operational facets of <organisation>. The proposals should be tailored to each funding organization prior to submission. The Grant Writer volunteer follows all of the funding agency’s writing guidelines when creating the proposal and submitting the proposal application by the deadline. Prefer volunteers with grant writing experience! Please complete an application at the following link to sign up today!: <url>
53;Volunteer needed to research grant opportunities intern;Volunteer needed to research grant opportunities intern WorldJobs Ltd. is in need of a volunteer to help us research and identify potential revenue and grant proposals for our services and supports including information and referral, advocacy, education, direct services, support groups and evaluation.;['attend to detail', 'carry out calculations', 'comply with regulations', 'conduct web searches', 'demonstrate willingness to learn', 'instruct others', 'manage quality', 'meet commitments', 'operate digital hardware', 'organise information, objects and resources', 'plan', 'promote ideas, products, services ', 'think creatively', 'work in teams'];<organisation> is in need of a volunteer to help us research and identify potential revenue and grant proposals for our services and supports including information and referral, advocacy, education, direct services, support groups and evaluation.
54;Social Media Marketing Manager Volunteer for WIN All Else Fails;Social Media Marketing Manager Volunteer for WIN All Else Fails Are you passionate about social media and making a positive impact? WorldJobs Ltd. is seeking a dedicated Social Media Marketing Manager to help expand our online presence and engage our community. WorldJobs Ltd. is a nonprofit organization focused on empowering families of children with disabilities by providing personalized resources, advocacy tools, and support. Your expertise in social media will play a key role in raising awareness about our programs and growing our support network. Key Responsibilities: Develop and manage content calendars for social media platforms (Instagram, Facebook, LinkedIn). Create and post engaging content, including graphics, videos, and captions that align with our mission. Monitor audience engagement and respond to comments and messages in a timely, compassionate manner. Analyze performance metrics to optimize content and grow our audience. Create social media campaigns for events, fundraisers, and awareness initiatives. Skills Needed: Experience in social media management (non-profit experience is a plus). Strong written communication and creativity. Familiarity with design tools like Canva or Adobe Spark (preferred). Ability to work independently and meet deadlines. Time Commitment: 8-12 hours per week, flexible schedule (remote). Why Volunteer with WorldJobs Ltd.? Make a meaningful impact in the lives of families of children with disabilities. Gain valuable non-profit marketing experience. Join a supportive, mission-driven team passionate about advocacy and inclusion. If you're excited about using your social media skills to support our mission, we’d love to hear from you!;['address an audience', 'advise others', 'apply knowledge of social sciences and humanities', 'assume responsibility', 'attend to detail', 'build networks', 'build team spirit', 'carry out calculations', 'comply with regulations', 'conduct web searches', 'create digital content', 'delegate responsibilities', 'demonstrate loyalty', 'ensure customer orientation', 'identify problems', 'instruct others', 'interpret mathematical information', 'lead others', 'make decisions', 'manage quality', 'manage time', 'meet commitments', 'motivate others', 'organise information, objects and resources', 'plan', 'promote ideas, products, services ', 'report facts', 'show commitment', 'show confidence', 'show determination', 'show empathy', 'show initiative', 'solve problems', 'think analytically', 'think creatively', 'think holistically', 'think innovately', 'use communication and collaboration software', 'work in teams', 'work independently'];Are you passionate about social media and making a positive impact? <organisation> is seeking a dedicated Social Media Marketing Manager to help expand our online presence and engage our community. <organisation> is a nonprofit organization focused on empowering families of children with disabilities by providing personalized resources, advocacy tools, and support. Your expertise in social media will play a key role in raising awareness about our programs and growing our support network. Key Responsibilities: Develop and manage content calendars for social media platforms (Instagram, Facebook, LinkedIn). Create and post engaging content, including graphics, videos, and captions that align with our mission. Monitor audience engagement and respond to comments and messages in a timely, compassionate manner. Analyze performance metrics to optimize content and grow our audience. Create social media campaigns for events, fundraisers, and awareness initiatives. Skills Needed: Experience in social media management (non-profit experience is a plus). Strong written communication and creativity. Familiarity with design tools like Canva or Adobe Spark (preferred). Ability to work independently and meet deadlines. Time Commitment: 8-12 hours per week, flexible schedule (remote). Why Volunteer with <organisation>? Make a meaningful impact in the lives of families of children with disabilities. Gain valuable non-profit marketing experience. Join a supportive, mission-driven team passionate about advocacy and inclusion. If you're excited about using your social media skills to support our mission, we’d love to hear from you!
55;Homeless service, Advocay, Re-Entry, , Health and Wellness;Homeless service, Advocay, Re-Entry, , Health and Wellness Join WorldJobs Ltd., An Award Winning Organization, to build economically healthy communities! We provide Advocacy, Health and Wellness, Education, and Employment experience to vulnerable communities, including youth, women, and men of all ages. Start your journey in a rewarding career. Gain valuable work experience and help people and communities thrive. Opportunities are Hybrid with virtual, community, and office. We have an internship opportunity. We ask for 6-12 months’ commitment. We provide training. Or Volunteer work: you bring your expertise to help our cause. The internship/volunteer projects we have are: Advocacy - Budget Advocacy, Education Advocacy and Youth Advocacy. Includes outreach, client intake, updating data database, etc. Health Care Advocate - Education and Advocacy focused on health outcomes. Includes outreach, client intake, updating the database, etc. Programs Assistant - Provides essential administrative support Program Director - Direct and oversee programs, budget, grants, staff Program Manager - Manage, implement, and oversee programs, budget, grants, and programs under the program director Program Coordinator - create and implement health and wellness, advocacy, jobs programs, meetings, and workshops Advocacy and Organizing - Join community and policy meetings, change policy, work with members to change systems Health and Wellness Coach - Create natural and holistic wellness plans, exercise and fitness sessions WorldJobs Ltd. is focused on 3 core programs: Advocacy- Through policy, organizing, Coalition building, and leadership development, we fight for justice, racial equity, and systems change. Health and Wellness Program - focused on 6 pillars of health including Mental, Physical, Emotional, Financial, Relational, and Spiritual health. College, Career, Professional and Leadership Development Program for volunteers, interns and externs;['address an audience', 'advise others', 'apply hygiene standards', 'apply knowledge of social sciences and humanities', 'assume responsibility', 'attend to detail', 'carry out calculations', 'comply with regulations', 'demonstrate awareness of health risks ', 'demonstrate loyalty', 'ensure customer orientation', 'identify problems', 'instruct others', 'maintain psychological well-being', 'make an informed use of the health-care system', 'manage chronic health conditions', 'manage financial and material resources', 'manage quality', 'manage time', 'moderate a discussion', 'motivate others', 'operate digital hardware', 'organise information, objects and resources', 'plan', 'protect the health of others', 'report facts', 'show commitment', 'show empathy', 'show initiative', 'solve problems', 'think analytically', 'think holistically', 'use communication and collaboration software', 'use equipment, tools or technology with precision', 'work in teams', 'work independently'];Join <organisation>, An Award Winning Organization, to build economically healthy communities! We provide Advocacy, Health and Wellness, Education, and Employment experience to vulnerable communities, including youth, women, and men of all ages. Start your journey in a rewarding career. Gain valuable work experience and help people and communities thrive. Opportunities are Hybrid with virtual, community, and office. We have an internship opportunity. We ask for 6-12 months’ commitment. We provide training. Or Volunteer work: you bring your expertise to help our cause. The internship/volunteer projects we have are: Advocacy - Budget Advocacy, Education Advocacy and Youth Advocacy. Includes outreach, client intake, updating data database, etc. Health Care Advocate - Education and Advocacy focused on health outcomes. Includes outreach, client intake, updating the database, etc. Programs Assistant - Provides essential administrative support Program Director - Direct and oversee programs, budget, grants, staff Program Manager - Manage, implement, and oversee programs, budget, grants, and programs under the program director Program Coordinator - create and implement health and wellness, advocacy, jobs programs, meetings, and workshops Advocacy and Organizing - Join community and policy meetings, change policy, work with members to change systems Health and Wellness Coach - Create natural and holistic wellness plans, exercise and fitness sessions <organisation> is focused on 3 core programs: Advocacy- Through policy, organizing, Coalition building, and leadership development, we fight for justice, racial equity, and systems change. Health and Wellness Program - focused on 6 pillars of health including Mental, Physical, Emotional, Financial, Relational, and Spiritual health. College, Career, Professional and Leadership Development Program for volunteers, interns and externs
56;Write a letter or card! - Fort Wayne, Indiana;Write a letter or card! - Fort Wayne, Indiana Please read the attached link for specifc guidelines. https://www.worldjobs.com Would you like to bring a smile to the face of a Maxime Samplinger resident on their 2023-10-01, send thoughtful wishes to a staff member, or express gratitude to a caregiver who goes above and beyond? WorldJobs Ltd. offers numerous opportunities to spread joy with cards for special occasions, including birthdays, anniversaries, 'thinking of you' messages, and words of encouragement. Join us in making someone’s day brighter-volunteer to send cards and show your appreciation for the incredible residents and staff who make Maxime Samplinger such a special place!;['create digital content', 'express yourself creatively', 'manage time', 'operate digital hardware', 'show empathy', 'think creatively', 'use communication and collaboration software', 'work independently'];Please read the attached link for specifc guidelines. <url> Would you like to bring a smile to the face of a <full_name> resident on their <date>, send thoughtful wishes to a staff member, or express gratitude to a caregiver who goes above and beyond? <organisation> offers numerous opportunities to spread joy with cards for special occasions, including birthdays, anniversaries, 'thinking of you' messages, and words of encouragement. Join us in making someone’s day brighter-volunteer to send cards and show your appreciation for the incredible residents and staff who make <full_name> such a special place!
57;Spokesperson;Spokesperson TASK: The WorldJobs Ltd. Spokesperson position requires a candidate who can speak clearly with compassion and empathy . You need to be able to get the attention of the audience and engage the viewers to be interested in our mission . We need you to be charismatic in order to draw people in order to gain donations for our WorldJobs Ltd.. We would like the candidate to be socially conscious to the struggles of youth of color once they are released from the incarceration system, as well as systemic racism surrounding this population. REQUIREMENTS: Passionate about communication (PR, Marketing focused), has a strong social media presence, fluent in English, all ages;['address an audience', 'demonstrate trustworthiness', 'ensure customer orientation', 'keep an open mind', 'meet commitments', 'memorise information', 'motivate others', 'promote ideas, products, services ', 'report facts', 'show confidence', 'show empathy', 'work independently'];TASK: The <organisation> Spokesperson position requires a candidate who can speak clearly with compassion and empathy . You need to be able to get the attention of the audience and engage the viewers to be interested in our mission . We need you to be charismatic in order to draw people in order to gain donations for our <organisation>. We would like the candidate to be socially conscious to the struggles of youth of color once they are released from the incarceration system, as well as systemic racism surrounding this population. REQUIREMENTS: Passionate about communication (PR, Marketing focused), has a strong social media presence, fluent in English, all ages
58;Fundraising Committee for Trans Organization;Fundraising Committee for Trans Organization The WorldJobs Ltd. works to guarantee that all people are free to self-determine gender identity and expression, regardless of income or race, and without facing harassment, discrimination or violence. We are forming a fundraising committee to expand our reach and help us raise much needed funds to support our community members. If you are interested in this volunteer opportunity, please reach out to Maxime at maxime@worldjobs.com.;['assume responsibility', 'build networks', 'demonstrate intercultural competence', 'promote ideas, products, services ', 'show commitment', 'show initiative', 'think analytically', 'think holistically', 'work in teams'];The <organisation> works to guarantee that all people are free to self-determine gender identity and expression, regardless of income or race, and without facing harassment, discrimination or violence. We are forming a fundraising committee to expand our reach and help us raise much needed funds to support our community members. If you are interested in this volunteer opportunity, please reach out to <first_name> at <email>.
59;Be an Advocate for Solutions to US and Global Poverty;Be an Advocate for Solutions to US and Global Poverty RESULTS is a movement of passionate, committed, everyday people. Together, we use our voices to influence political decisions that will bring an end to poverty in the WorldJobs Ltd. and around the world. RESULTS advocates believe that everyone deserves a chance to thrive in their community. No one should worry about being hungry or losing the safety of their home. But too many people in the WorldJobs Ltd. and around the world face this reality each day. To build a better future, we must take action to protect people's rights to health, nutrition, housing, and financial stability. You can make a difference as a RESULTS advocate. Every year, RESULTS volunteers secure billions of dollars for global health and education. We ensure that WorldJobs Ltd. households with low incomes can access vital nutrition support. We improve tax policies for people with low incomes, putting money back in their pockets. And we call for new and innovative solutions to the affordable housing crisis. Learn how you can be an effective advocate. Sign up for your 1-hour New Advocate Orientation at https://www.worldjobs.com. What You’ll Do as a new RESULTS Advocate In our New Advocate Training & Action Program, you will join one training and action meeting each month. During the meeting, you will learn one advocacy skill and take one advocacy action to practice that skill and support a solution to poverty. RESULTS New Member Engagement staff lead these meetings. Our staff specialize in grassroots advocacy and community organizing. We are eager to support you to grow as an advocate. Through the New Advocate Training & Action Program, you will reach the following goals: Learn to speak powerfully about solutions to poverty in the WorldJobs Ltd., including: Protecting and expanding SNAP and WorldJobs Ltd. nutrition assistance programs. Improving tax policies that help low-income households, such as the Child Tax Credit and Earned Income Tax Credit. Creating new solutions for renters who are struggling to afford housing. Learn to speak powerfully about global poverty solutions, including: WorldJobs Ltd. support for the Global Fund to Fight AIDS, TB, and Malaria and the need for WorldJobs Ltd. partnership worldwide to ensure access to healthcare. Securing WorldJobs Ltd. funding for programs that improve global maternal and child health and nutrition and strengthen health systems globally. Communicate effectively and confidently with each of your members of Congress. Share your values and your concerns about poverty. Ask them to support effective solutions. Write and publish media in your local newspaper. This media will educate and influence Congress and your local community. Use your community connections, and build new ones, to show a strong, united force for positive change. After you finish the New Advocate Training & Action Program, you will be ready to take your advocacy to the next level. We'll connect you with other advocates in your state. As part of your local RESULTS chapter, you will have opportunities to join meetings with your members of Congress and continue to make a difference through advocacy. Take Action to Create a Better Future Actions we take today will shape the future for generations to come. By taking one action each month, you can ensure that our leaders understand your community's needs and hopes for a better world. Ready to take effective actions that will help us build a bright future? Sign up for your 1-hour New Advocate Orientation at https://www.worldjobs.com.;['address an audience', 'assume responsibility', 'attend to detail', 'build networks', 'build team spirit', 'conduct web searches', 'create digital content', 'demonstrate trustworthiness', 'demonstrate willingness to learn', 'ensure customer orientation', 'manage quality', 'meet commitments', 'memorise information', 'motivate others', 'operate digital hardware', 'organise information, objects and resources', 'promote ideas, products, services ', 'report facts', 'show commitment', 'show confidence', 'show initiative', 'think analytically', 'think holistically', 'use communication and collaboration software', 'work independently'];RESULTS is a movement of passionate, committed, everyday people. Together, we use our voices to influence political decisions that will bring an end to poverty in the <organisation> and around the world. RESULTS advocates believe that everyone deserves a chance to thrive in their community. No one should worry about being hungry or losing the safety of their home. But too many people in the <organisation> and around the world face this reality each day. To build a better future, we must take action to protect people's rights to health, nutrition, housing, and financial stability. You can make a difference as a RESULTS advocate. Every year, RESULTS volunteers secure billions of dollars for global health and education. We ensure that <organisation> households with low incomes can access vital nutrition support. We improve tax policies for people with low incomes, putting money back in their pockets. And we call for new and innovative solutions to the affordable housing crisis. Learn how you can be an effective advocate. Sign up for your 1-hour New Advocate Orientation at <url>. What You’ll Do as a new RESULTS Advocate In our New Advocate Training & Action Program, you will join one training and action meeting each month. During the meeting, you will learn one advocacy skill and take one advocacy action to practice that skill and support a solution to poverty. RESULTS New Member Engagement staff lead these meetings. Our staff specialize in grassroots advocacy and community organizing. We are eager to support you to grow as an advocate. Through the New Advocate Training & Action Program, you will reach the following goals: Learn to speak powerfully about solutions to poverty in the <organisation>, including: Protecting and expanding SNAP and <organisation> nutrition assistance programs. Improving tax policies that help low-income households, such as the Child Tax Credit and Earned Income Tax Credit. Creating new solutions for renters who are struggling to afford housing. Learn to speak powerfully about global poverty solutions, including: <organisation> support for the Global Fund to Fight AIDS, TB, and Malaria and the need for <organisation> partnership worldwide to ensure access to healthcare. Securing <organisation> funding for programs that improve global maternal and child health and nutrition and strengthen health systems globally. Communicate effectively and confidently with each of your members of Congress. Share your values and your concerns about poverty. Ask them to support effective solutions. Write and publish media in your local newspaper. This media will educate and influence Congress and your local community. Use your community connections, and build new ones, to show a strong, united force for positive change. After you finish the New Advocate Training & Action Program, you will be ready to take your advocacy to the next level. We'll connect you with other advocates in your state. As part of your local RESULTS chapter, you will have opportunities to join meetings with your members of Congress and continue to make a difference through advocacy. Take Action to Create a Better Future Actions we take today will shape the future for generations to come. By taking one action each month, you can ensure that our leaders understand your community's needs and hopes for a better world. Ready to take effective actions that will help us build a bright future? Sign up for your 1-hour New Advocate Orientation at <url>.
60;Make a Difference: Volunteer as a Court Appointed Special Advocate;Make a Difference: Volunteer as a Court Appointed Special Advocate Are you passionate about making a lasting impact in the life of a child?  Join the WorldJobs Ltd. as a Court Appointed Special Advocate (CASA) and be the eyes and ears for the judge and the voice for abused and neglected children in foster care. Join us for our Virtual Volunteer Information/Orientation Session which will provide an overview of our Program for those interested in volunteering.  Please note that the Information Session is virtual but many of the volunteer activities will occur in-person. During the session, WorldJobs Ltd. staff will provide an overview of the history of our organization, offer information on volunteer roles, commitment expectations, discuss the training sessions, explain the next steps, and answer participant's questions.;['address an audience', 'advise others', 'apply knowledge of social sciences and humanities', 'approach challenges positively', 'assume responsibility', 'attend to detail', 'comply with regulations', 'demonstrate trustworthiness', 'ensure customer orientation', 'identify problems', 'manage quality', 'memorise information', 'promote ideas, products, services ', 'report facts', 'respect confidentiality obligations', 'show commitment', 'show empathy', 'show initiative', 'solve problems', 'use communication and collaboration software'];Are you passionate about making a lasting impact in the life of a child?  Join the <organisation> as a Court Appointed Special Advocate (CASA) and be the eyes and ears for the judge and the voice for abused and neglected children in foster care. Join us for our Virtual Volunteer Information/Orientation Session which will provide an overview of our Program for those interested in volunteering.  Please note that the Information Session is virtual but many of the volunteer activities will occur in-person. During the session, <organisation> staff will provide an overview of the history of our organization, offer information on volunteer roles, commitment expectations, discuss the training sessions, explain the next steps, and answer participant's questions.
61;Volunteer Attorney;Volunteer Attorney Help us offer the help of an attorney and the hope of God's love - serve virtually from anywhere, or choose a convenient location for an in-person experience! Are you an active or inactive attorney looking to share your legal knowledge with the WorldJobs Ltd.? Are you ready to empower clients and make a difference in your community? Our clients come to us because they have a civil, legal matter for which they need guidance. We see spouses looking for advice regarding divorce and single parents needing counsel on visitation and child support. We see elderly clients who have been victims of fraud and those who have lost what little they had to predatory lenders. We deal with landlord/tenant situations, contract disputes, custody enforcement, and many other civil issues. Volunteer attorneys provide brief advice, counsel, pro se coaching and referral in a 30-45 minute client appointment. Maximum 3-4 hours per month. Without our services, many would do nothing about their situation which often turns into a major and complex issue. Any time you're willing to give makes a tremendous difference to those we serve!;['address an audience', 'advise others', 'apply knowledge of social sciences and humanities', 'approach challenges positively', 'assume responsibility', 'attend to detail', 'demonstrate trustworthiness', 'ensure customer orientation', 'identify problems', 'instruct others', 'manage quality', 'meet commitments', 'respect confidentiality obligations', 'show commitment', 'show confidence', 'show empathy', 'show initiative', 'solve problems', 'think analytically', 'think critically', 'use communication and collaboration software', 'work independently'];Help us offer the help of an attorney and the hope of God's love - serve virtually from anywhere, or choose a convenient location for an in-person experience! Are you an active or inactive attorney looking to share your legal knowledge with the <organisation>? Are you ready to empower clients and make a difference in your community? Our clients come to us because they have a civil, legal matter for which they need guidance. We see spouses looking for advice regarding divorce and single parents needing counsel on visitation and child support. We see elderly clients who have been victims of fraud and those who have lost what little they had to predatory lenders. We deal with landlord/tenant situations, contract disputes, custody enforcement, and many other civil issues. Volunteer attorneys provide brief advice, counsel, pro se coaching and referral in a 30-45 minute client appointment. Maximum 3-4 hours per month. Without our services, many would do nothing about their situation which often turns into a major and complex issue. Any time you're willing to give makes a tremendous difference to those we serve!
62;Critical Blood Shortage! Donations needed - Schedule in Minutes!;Critical Blood Shortage! Donations needed - Schedule in Minutes! Donating Blood Is One Of The Easiest Ways To Give Back To Your Community - Donate Today! We'll Guide You Through Every Step And Answer Any Questions! Find A Donation Center Today. Donations Are Needed · Register In Minutes · Schedule Online Today Schedule by phone: +1234567890 Email with questions:  maxime@worldjobs.com You’re part of something bigger than yourself. The ultimate pay-it-forward moment-in-order to move life forward-is the simple act of giving blood. You have a source of life pulsing within you that has the power to transform another life. When hospitals have an ample supply of blood, patients who need it-no matter the reason-have hope. When you give blood with WorldJobs Ltd., you have the potential to help hospital patients within your community and, when the need arises, others across the country.;['apply hygiene standards', 'demonstrate awareness of health risks ', 'protect the health of others'];Donating Blood Is One Of The Easiest Ways To Give Back To Your Community - Donate Today! We'll Guide You Through Every Step And Answer Any Questions! Find A Donation Center Today. Donations Are Needed · Register In Minutes · Schedule Online Today Schedule by phone: <phone> Email with questions:  <email> You’re part of something bigger than yourself. The ultimate pay-it-forward moment-in-order to move life forward-is the simple act of giving blood. You have a source of life pulsing within you that has the power to transform another life. When hospitals have an ample supply of blood, patients who need it-no matter the reason-have hope. When you give blood with <organisation>, you have the potential to help hospital patients within your community and, when the need arises, others across the country.
63;Looking For Fun & Creative Social Media Marketer, Content Creators Welcome;Looking For Fun & Creative Social Media Marketer, Content Creators Welcome Are you passionate about animal welfare and experienced in social media marketing? WorldJobs Ltd. is looking for a dedicated volunteer to help grow our social media presence. Your efforts will help raise awareness of our mission, support our initiatives, and drive engagement with our community. As a Social Media Marketer, you'll take charge of platforms such as Facebook, Instagram, and TikTok, crafting compelling posts, scheduling content, and analyzing performance. This is an excellent opportunity to showcase your skills while making a tangible difference for animals and individuals in need. We are looking for someone who: Has experience with social media management and content creation Is familiar with platforms like Meta (Facebook/Instagram), Twitch, Discord, and TikTok Has a passion for storytelling and creativity Is able to dedicate time to managing posts Can work without direction If you're ready to lend your expertise to a cause you can feel good about, we’d love to have you on board!;['address an audience', 'attend to detail', 'build networks', 'conduct web searches', 'create digital content', 'ensure customer orientation', 'interpret mathematical information', 'manage quality', 'motivate others', 'operate digital hardware', 'organise information, objects and resources', 'promote ideas, products, services ', 'report facts', 'show initiative', 'think creatively', 'use communication and collaboration software', 'work independently'];Are you passionate about animal welfare and experienced in social media marketing? <organisation> is looking for a dedicated volunteer to help grow our social media presence. Your efforts will help raise awareness of our mission, support our initiatives, and drive engagement with our community. As a Social Media Marketer, you'll take charge of platforms such as Facebook, Instagram, and TikTok, crafting compelling posts, scheduling content, and analyzing performance. This is an excellent opportunity to showcase your skills while making a tangible difference for animals and individuals in need. We are looking for someone who: Has experience with social media management and content creation Is familiar with platforms like Meta (Facebook/Instagram), Twitch, Discord, and TikTok Has a passion for storytelling and creativity Is able to dedicate time to managing posts Can work without direction If you're ready to lend your expertise to a cause you can feel good about, we’d love to have you on board!
