task_id;title;description;y;virtual;final_cause_area;foundTransversalSkills;skill_len;text_len;transversalSkillList
3889071;Grassroots Nonprofit Seeks Experienced Board Members;Are you passionate about empowering underserved communities and making a lasting impact?? Puget Sound Peer (PSP), a growing grassroots nonprofit, is seeking a dedicated and experienced individual to join our Board of Directors. Who We Are: Puget Sound Peer is committed to building community power through advocacy, peer counseling, and leadership development. Our mission is to uplift low-income and marginalized communities by connecting them to resources, fostering leadership, and driving impactful peer-led initiatives. What We’re Looking For: We’re seeking an experienced professional who shares our values and vision for change. Ideal candidates will have expertise in one or more of the following areas: Nonprofit governance Strategic planning Fundraising and donor relations Marketing and communications Behavioral health or social services As a board member, you will play a pivotal role in shaping the direction and growth of Puget Sound Peer, supporting initiatives like the Peer Advocacy and Leadership Academy (PALA) and ensuring long-term sustainability through effective leadership and oversight. Your Role: Attend quarterly board meetings (virtual options available) Provide strategic guidance and oversight Act as an ambassador for PSP within your networks Help identify funding opportunities and support fundraising efforts Why Join Us? This is your opportunity to be part of a grassroots movement making real change in the lives of individuals and communities. Together, we’ll expand PSP’s reach, amplify marginalized voices, and create pathways to housing, employment, and empowerment. Time Commitment: Approximately 5-10 hours per month, including meetings and strategic efforts. Interested? If you’re ready to bring your expertise and passion to our team, we’d love to hear from you! Please email us at board@pugetsoundpeer.org with a brief introduction and your resume or LinkedIn profile. Help us transform lives and build stronger communities-join Puget Sound Peer today!;['Marketing Strategy & Planning', 'Public Relations', 'Strategic Planning', 'Program Management', 'Fundraising', 'Grant Writing / Research'];1;Civic activities and community;[{'preferredLabel': 'show initiative', 'verbatimQuoteForLabel': 'Passionate about empowering underserved communities', 'reasonForLabel': 'Show passion and take first step.'}, {'preferredLabel': 'accept criticism and guidance', 'verbatimQuoteForLabel': 'Supporting initiatives like the Peer Advocacy', 'reasonForLabel': 'Support initiatives with constructive feedback.'}, {'preferredLabel': 'apply knowledge of philosophy, ethics and religion', 'verbatimQuoteForLabel': 'Building community power through advocacy', 'reasonForLabel': 'Advocate for marginalized communities ethically.'}, {'preferredLabel': 'adopt ways to reduce pollution', 'verbatimQuoteForLabel': 'Help identify funding opportunities', 'reasonForLabel': 'Support sustainable initiatives and funding.'}, {'preferredLabel': 'meet commitments', 'verbatimQuoteForLabel': 'Attend quarterly board meetings', 'reasonForLabel': 'Commitment to regular attendance and participation.'}, {'preferredLabel': 'show determination', 'verbatimQuoteForLabel': 'Help identify funding opportunities and support fundraising efforts', 'reasonForLabel': 'Determine to drive impactful initiatives.'}, {'preferredLabel': 'manage frustration', 'verbatimQuoteForLabel': 'Together, we’ll expand PSP’s reach', 'reasonForLabel': 'Handle challenges in expanding reach.'}, {'preferredLabel': 'think critically', 'verbatimQuoteForLabel': 'Help identify funding opportunities and support fundraising efforts', 'reasonForLabel': 'Critically evaluate funding opportunities.'}, {'preferredLabel': 'engage others in environment friendly behaviours', 'verbatimQuoteForLabel': 'Amplify marginalized voices, and create pathways to housing', 'reasonForLabel': 'Promote sustainable community development.'}, {'preferredLabel': 'work efficiently', 'verbatimQuoteForLabel': 'Approximately 5-10 hours per month', 'reasonForLabel': 'Efficiently manage time commitment.'}];6;2050;['show initiative', 'accept criticism and guidance', 'apply knowledge of philosophy, ethics and religion', 'adopt ways to reduce pollution', 'meet commitments', 'show determination', 'manage frustration', 'think critically', 'engage others in environment friendly behaviours', 'work efficiently']
3803702;Board Member - Fund Development & Strategic Visioning;"Our mission is to help neurodivergent people cultivate their unique talents, pursue their passions, and be their biggest, baddest selves. We envision a world where neurodiversity in all its forms is celebrated, rather than marginalized; where we acknowledge our differences and work within them to strengthen our connection; and where neurodivergent individuals can thrive in all spaces. We believe in embracing the unique strengths and perspectives of individuals with neurodevelopment differences. In an effort to foster growth, we are looking to expand our Board of Directors to include individuals who are passionate about fund development, can provide various areas of expertise (e.g., legal, fiscal, marketing, etc.), and who are willing to support a national organization. As a volunteer Board Member, you will play a crucial role in guiding the strategic direction, fundraising, and governance of Dreamzilla Inc. You will collaborate with fellow board members to ensure that our mission and values are upheld, and our programs and initiatives effectively serve the neurodiverse community. Qualifications: Passion for promoting neurodiversity and advancing the mission of Dreamzilla. Have experience in a virtual support role, preferably while serving on a board. Understand how equity principles and power-sharing show up in the nonprofit space, particularly in regard to your relationship with the Executive Director. Embrace a learning and neuro-diverse environment. Fund development expertise. We're looking for a variety of ways to expand our revenue sources and would love your input!";['Event Management', 'Financial Planning', 'Business Development', 'Event Planning / Management', 'Fundraising', 'Networking'];1;Civic activities and community;[{'preferredLabel': 'show initiative', 'verbatimQuoteForLabel': 'Passion for promoting neurodiversity', 'reasonForLabel': 'Shows willingness to take action.'}, {'preferredLabel': 'accept criticism and guidance', 'verbatimQuoteForLabel': 'Embrace a learning and neuro-diverse environment.', 'reasonForLabel': 'Involves openness to feedback and growth.'}, {'preferredLabel': 'apply knowledge of philosophy, ethics and religion', 'verbatimQuoteForLabel': 'embracing the unique strengths and perspectives', 'reasonForLabel': 'Reflects understanding and respect for diversity.'}, {'preferredLabel': 'show empathy', 'verbatimQuoteForLabel': 'work within them to strengthen our connection', 'reasonForLabel': 'Involves understanding and compassion towards others.'}, {'preferredLabel': 'ensure customer orientation', 'verbatimQuoteForLabel': 'programs and initiatives effectively serve the neurodiverse community', 'reasonForLabel': 'Focuses on meeting needs of customers.'}, {'preferredLabel': 'think critically', 'verbatimQuoteForLabel': 'Understand how equity principles and power-sharing show up in the nonprofit space', 'reasonForLabel': 'Requires evaluating information and sources.'}, {'preferredLabel': 'negotiate compromises', 'verbatimQuoteForLabel': 'Embrace a learning and neuro-diverse environment.', 'reasonForLabel': 'Involves finding common ground in diverse settings.'}, {'preferredLabel': 'think creatively', 'verbatimQuoteForLabel': 'foster growth, we are looking to expand our Board of Directors', 'reasonForLabel': 'Requires innovative thinking for expansion.'}, {'preferredLabel': 'show confidence', 'verbatimQuoteForLabel': 'play a crucial role in guiding the strategic direction', 'reasonForLabel': 'Demonstrates belief and trustworthiness.'}, {'preferredLabel': 'work efficiently', 'verbatimQuoteForLabel': 'in order to finish tasks in a timely manner.', 'reasonForLabel': 'Ensures completion of tasks with minimal resources.'}];6;1651;['show initiative', 'accept criticism and guidance', 'apply knowledge of philosophy, ethics and religion', 'show empathy', 'ensure customer orientation', 'think critically', 'negotiate compromises', 'think creatively', 'show confidence', 'work efficiently']
2622758;Volunteer Opportunities at Olompali State Historic Park;"Volunteer at the Olompali State Historic Park Visitor Center to interpret to park visitors the key natural and cultural features of the park site. Duties include: Provide assistance, education and information to park visitors; interpret the natural and cultural resources of the park unit Advise visitors of park regulations Sell educational goods and services that support the park’s cooperating association";['Anthropology', 'Archeology', 'Environmental Education', 'General Education'];0;Art, culture, entertainment;[{'preferredLabel': 'advise others', 'verbatimQuoteForLabel': 'Advise visitors of park regulations', 'reasonForLabel': 'Explicitly advises visitors.'}, {'preferredLabel': 'meet commitments', 'verbatimQuoteForLabel': 'Provide assistance, education and information to park visitors', 'reasonForLabel': 'Provides consistent support to visitors.'}, {'preferredLabel': 'show initiative', 'verbatimQuoteForLabel': 'Provide assistance, education and information to park visitors', 'reasonForLabel': 'Initiates help without waiting for others.'}, {'preferredLabel': 'evaluate environmental impact of personal behaviour', 'verbatimQuoteForLabel': 'interpret the natural and cultural resources of the park unit', 'reasonForLabel': 'Evaluates natural and cultural impacts.'}, {'preferredLabel': 'think critically', 'verbatimQuoteForLabel': 'Sell educational goods and services that support the park’s cooperating association', 'reasonForLabel': 'Critically evaluates educational offerings.'}];4;464;['advise others', 'meet commitments', 'show initiative', 'evaluate environmental impact of personal behaviour', 'think critically']
3066244;WIKIPEDIA WRITER;Help needed with Wikipedia to create page for a film company.;['Visual Arts', 'Arts Administration', 'Copy Writing / Copy Editing'];1;Art, culture, entertainment;[{'preferredLabel': 'show initiative', 'verbatimQuoteForLabel': 'Help needed with Wikipedia', 'reasonForLabel': 'Initiative shown by offering help.'}, {'preferredLabel': 'apply knowledge of philosophy, ethics and religion', 'verbatimQuoteForLabel': 'create page for a film company', 'reasonForLabel': 'Ethical considerations in information creation.'}];3;78;['show initiative', 'apply knowledge of philosophy, ethics and religion']
3829202;Hospice Volunteer (San Francisco);Company Description Compassionate Care Hospice is a trusted hospice agency that serves several cities throughout the San Ramon area (Richmond-Walnut Creek-Fremont). We provide compassionate end-of-life care to patients and their families, addressing their physical, emotional, and spiritual needs. Our goal is to create a peaceful and comforting environment where individuals can find solace and dignity during their journey. Role Description Volunteers may assist with office activities such as answering telephones, filing, assisting with patient/family mailings, and data entry. They may also direct patient care activities at facilities or homes such as helping patients and families with household chores, shopping, companionship, providing respite breaks for family or caregiver/s caring for the patient, mowing a patient’s lawn, walking a patient’s dog, and arts and crafts. Qualifications Communication skills, including active listening and empathy Willingness to learn and participate in our training program Desire to help someone in need and make a difference in the lives of others Availability for at least 1-4 hours per week Additional qualifications and skills that would be beneficial include: Passionate about working with elderly people Eager to bring smiles to people's faces Experience with or interest in the clinical industry is a plus (not required) Interest in pursuing a clinical path (not required) Sewing, arts, music, activities hosting, and others (please specify upon application) Motivated to learn and grow- both personally and professionally;['Elder care', 'Mental Health', 'Physician Assistant', 'Music Arts', 'Administrative Support', 'Group Facilitation'];0;Art, culture, entertainment;[{'preferredLabel': 'show empathy', 'verbatimQuoteForLabel': 'Empathy Willingness to learn and participate', 'reasonForLabel': 'Willingness to show empathy towards patients.'}, {'preferredLabel': 'communicate effectively', 'verbatimQuoteForLabel': 'Communication skills, including active listening', 'reasonForLabel': 'Active listening as a form of effective communication.'}, {'preferredLabel': 'accept criticism and guidance', 'verbatimQuoteForLabel': 'Willingness to learn and participate in our training program', 'reasonForLabel': 'Learning and participating shows openness to feedback.'}, {'preferredLabel': 'show initiative', 'verbatimQuoteForLabel': 'Desire to help someone in need and make a difference', 'reasonForLabel': 'Willingness to take the first step in helping others.'}, {'preferredLabel': 'adapt to change', 'verbatimQuoteForLabel': 'Motivated to learn and grow- both personally and professionally', 'reasonForLabel': 'Adaptability shown by willingness to grow and learn.'}, {'preferredLabel': 'show determination', 'verbatimQuoteForLabel': 'Desire to help someone in need and make a difference', 'reasonForLabel': 'Determination to assist patients and their families.'}, {'preferredLabel': 'apply knowledge of philosophy, ethics and religion', 'verbatimQuoteForLabel': 'Passionate about working with elderly people', 'reasonForLabel': 'Passion for elderly care shows ethical consideration.'}, {'preferredLabel': 'show confidence', 'verbatimQuoteForLabel': 'Motivated to learn and grow- both personally and professionally', 'reasonForLabel': 'Confidence in personal growth and learning.'}, {'preferredLabel': 'think critically', 'verbatimQuoteForLabel': 'Desire to help someone in need and make a difference', 'reasonForLabel': 'Critical thinking in addressing patient needs.'}, {'preferredLabel': 'work efficiently', 'verbatimQuoteForLabel': 'Availability for at least 1-4 hours per week', 'reasonForLabel': 'Efficient use of time to meet weekly availability.'}];6;1609;['show empathy', 'communicate effectively', 'accept criticism and guidance', 'show initiative', 'adapt to change', 'show determination', 'apply knowledge of philosophy, ethics and religion', 'show confidence', 'think critically', 'work efficiently']
3080193;National Park Service Trails & Rails Guide Based Near San Jose on Amtrak's Coast Starlight;Speaking to passengers in the Sightseer Lounge aboard Amtrak's Coast Starlight The Trails and Rails program is a collaboration between the National Park Service and Amtrak. Trails and Rails volunteers provide an interpretive program aboard Amtrak’s Coast Starlight between San Jose and San Luis Obispo. Most of the program takes place in the Sightseer Lounge car aboard the Coast Starlight. Guides are expected to volunteer a minimum of one day per month, May through September. (The program is inactive October through April.) We travel between San Jose and Paso Robles, beginning and ending at the San Jose Diridon Station the same day. Hours are approximately 9:30 am to 8:30 pm. Saturdays or Sundays. Potential Trails and Rails volunteers attend an initial day-long classroom training at the start of their first season, then continue their education by observing and assisting seasoned guides in peer-to-peer learning on the train. Written materials, historical articles, and related websites round out each guide’s training and continuing education. For more information, and an opportunity to sign up for a no-obligation orientation, go to https://anzaguides.org/about-the-trails-rails-program/;['Public Relations', 'Cross-cultural Communication', 'People Skills', 'Public Speaking', 'Relationship Building', 'Verbal / Written Communication'];0;Art, culture, entertainment;"[{'preferredLabel': 'show initiative', 'verbatimQuoteForLabel': 'volunteers a minimum of one day per month', 'reasonForLabel': 'Volunteers commit to regular service.'}, {'preferredLabel': 'adapt to change', 'verbatimQuoteForLabel': 'The program is inactive October through April.', 'reasonForLabel': 'Program schedule changes seasonally.'}, {'preferredLabel': 'apply knowledge of philosophy, ethics and religion', 'verbatimQuoteForLabel': 'interpretive program aboard Amtrak’s Coast Starlight', 'reasonForLabel': 'Interpretive programs involve ethical considerations.'}, {'preferredLabel': 'accept criticism and guidance', 'verbatimQuoteForLabel': 'observing and assisting seasoned guides in peer-to-peer learning on the train', 'reasonForLabel': 'Guides learn from experienced peers.'}, {'preferredLabel': 'think critically', 'verbatimQuoteForLabel': 'observe and assisting seasoned guides in peer-to-peer learning', 'reasonForLabel': 'Learning through observation requires critical thinking.'}, {'preferredLabel': 'communicate effectively', 'verbatimQuoteForLabel': 'Speaking to passengers in the Sightseer Lounge', 'reasonForLabel': 'Guides need to communicate with passengers.'}, {'preferredLabel': 'manage frustration', 'verbatimQuoteForLabel': 'Hours are approximately 9:30 am to 8:30 pm.', 'reasonForLabel': 'Long hours may require managing stress.'}, {'preferredLabel': 'show empathy', 'verbatimQuoteForLabel': 'volunteers a minimum of one day per month, May through September', 'reasonForLabel': ""Empathy towards volunteers' schedules.""}, {'preferredLabel': 'work efficiently', 'verbatimQuoteForLabel': 'Hours are approximately 9:30 am to 8:30 pm.', 'reasonForLabel': 'Efficiently manage long hours and tasks.'}, {'preferredLabel': 'ensure customer orientation', 'verbatimQuoteForLabel': 'Speaking to passengers in the Sightseer Lounge', 'reasonForLabel': 'Guides interact with passengers directly.'}]";6;1292;['show initiative', 'adapt to change', 'apply knowledge of philosophy, ethics and religion', 'accept criticism and guidance', 'think critically', 'communicate effectively', 'manage frustration', 'show empathy', 'work efficiently', 'ensure customer orientation']
3791379;Video Editor;OVERVIEW: We are seeking a talented and passionate Volunteer Video Editor to join our team. You will be responsible for creating compelling and visually stunning video content that effectively communicates our organization's message and mission. This role offers an excellent opportunity to showcase your creativity and technical skills while making a positive impact through volunteer work. KEY RESPONSIBILITIES: - Collaborate with the creative team to understand project goals and contribute ideas. - Edit raw footage into polished, brand-aligned video content. - Utilize video editing software to add effects, transitions, and enhancements. - Adapt video content for various platforms and formats. - Research and implement industry trends and innovative techniques. - Assist with additional multimedia projects, including motion graphics. QUALIFICATIONS: - Skilled in editing software like Adobe Premiere Pro, Final Cut Pro, or similar. - Knowledgeable in pacing, storytelling, and visual composition. - Detail-oriented with adherence to brand guidelines. - Creative with a passion for visual storytelling. - Effective communication and collaboration abilities. - Able to handle multiple projects independently. - Previous video editing experience preferred. BENEFITS: - Opportunity to contribute to a meaningful cause and make a positive impact. - Gain hands-on experience in social media content creation and marketing. - Develop your writing skills and portfolio with published content. - Join a collaborative and supportive team of like-minded individuals. - Letter of recommendation upon successful completion of the volunteer term. HOW TO APPLY: Interested candidates should complete this form: https://docs.google.com/forms/d/e/1FAIpQLSdM4JUDob-Gz63lqOnEsnW6JJHiAcaRW3MJHHZOp_L-TMrH1w/viewform - - - Candidates with experience and who reside within the Greater Vancouver area are preferred. Rhythm of Life Society is an equal-opportunity employer. We welcome and encourage applications from individuals of all backgrounds and experiences. Thank you for considering joining our team and helping us make a positive impact in our community!;['Interactive/Social Media/SEO', 'Online Flash/Video Production', 'Adobe Creative Suite', 'Sound Production', 'Video Production'];1;Art, culture, entertainment;[{'preferredLabel': 'show initiative', 'verbatimQuoteForLabel': 'Collaborate with the creative team', 'reasonForLabel': 'Initiative in collaborating.'}, {'preferredLabel': 'think creatively', 'verbatimQuoteForLabel': 'Creative with a passion for visual storytelling', 'reasonForLabel': 'Creativity in video content.'}, {'preferredLabel': 'apply knowledge of science, technology and engineering', 'verbatimQuoteForLabel': 'Utilize video editing software to add effects', 'reasonForLabel': 'Knowledge applied in software use.'}, {'preferredLabel': 'adapt to change', 'verbatimQuoteForLabel': 'Adapt video content for various platforms', 'reasonForLabel': 'Adapting to different formats.'}, {'preferredLabel': 'think analytically', 'verbatimQuoteForLabel': 'Research and implement industry trends', 'reasonForLabel': 'Analyzing trends and techniques.'}, {'preferredLabel': 'communicate effectively', 'verbatimQuoteForLabel': 'Effective communication and collaboration abilities', 'reasonForLabel': 'Effective communication skills required.'}, {'preferredLabel': 'work efficiently', 'verbatimQuoteForLabel': 'Able to handle multiple projects independently', 'reasonForLabel': 'Efficient handling of tasks.'}, {'preferredLabel': 'think critically', 'verbatimQuoteForLabel': 'Knowledgeable in pacing, storytelling, and visual composition', 'reasonForLabel': 'Critical thinking in content creation.'}, {'preferredLabel': 'show empathy', 'verbatimQuoteForLabel': 'Join a collaborative and supportive team of like-minded individuals', 'reasonForLabel': 'Empathy within the team.'}, {'preferredLabel': 'work independently', 'verbatimQuoteForLabel': 'Able to handle multiple projects independently', 'reasonForLabel': 'Independence in task management.'}];5;2160;['show initiative', 'think creatively', 'apply knowledge of science, technology and engineering', 'adapt to change', 'think analytically', 'communicate effectively', 'work efficiently', 'think critically', 'show empathy', 'work independently']
3780039;Make Cards for Injured Athletes!;Be the Spark: Make Cards for Injured Athletes! Ready to brighten an athlete's day? Join us in crafting heartfelt cards to uplift and inspire those facing challenges. Let's spread joy and encouragement together! You don't have to be an artist, just willing to put in effort! Purpose : Create personalized cards to uplift athletes during challenging times, such as injury recovery or intense competition seasons. How : Get creative! Design your own cards using art supplies or digital tools (Canva, Google Slides, etc). Write heartfelt messages of encouragement to inspire athletes on their journey. We will provide you examples! Time Commitment : Flexible! Spend as much time as you'd like crafting cards at your own pace. Every card counts, no matter how many you make! Impact : Your cards will bring smiles and motivation to athletes across the globe, reminding them of their strength and resilience. Benefits : Two cards = 1 service hour . Experience the joy of giving back and making a positive difference in someone's life. Your kindness and creativity will leave a lasting impact on athletes in need.;['Drawing', 'Painting', 'Graphic Design'];1;Art, culture, entertainment;"[{'preferredLabel': 'show initiative', 'verbatimQuoteForLabel': ""Ready to brighten an athlete's day?"", 'reasonForLabel': 'Willingness to contribute without waiting.'}, {'preferredLabel': 'think creatively', 'verbatimQuoteForLabel': 'Get creative! Design your own cards using art supplies or digital tools (Canva, Google Slides, etc).', 'reasonForLabel': 'Generating new ideas for card designs.'}, {'preferredLabel': 'apply knowledge of philosophy, ethics and religion', 'verbatimQuoteForLabel': ""Let's spread joy and encouragement together!"", 'reasonForLabel': 'Reflecting on the meaning and purpose of actions.'}, {'preferredLabel': 'show empathy', 'verbatimQuoteForLabel': 'Your cards will bring smiles and motivation to athletes across the globe, reminding them of their strength and resilience.', 'reasonForLabel': ""Understanding and responding to others' feelings.""}, {'preferredLabel': 'engage others in environment friendly behaviours', 'verbatimQuoteForLabel': 'Be the Spark: Make Cards for Injured Athletes!', 'reasonForLabel': 'Promoting positive actions towards a common goal.'}, {'preferredLabel': 'show determination', 'verbatimQuoteForLabel': 'Every card counts, no matter how many you make!', 'reasonForLabel': 'Commitment to the task despite challenges.'}, {'preferredLabel': 'think critically', 'verbatimQuoteForLabel': 'We will provide you examples!', 'reasonForLabel': 'Evaluating information and making informed decisions.'}, {'preferredLabel': 'work efficiently', 'verbatimQuoteForLabel': ""Flexible! Spend as much time as you'd like crafting cards at your own pace."", 'reasonForLabel': 'Achieving objectives using minimum amount of time, effort or cost.'}, {'preferredLabel': 'show confidence', 'verbatimQuoteForLabel': ""You don't have to be an artist, just willing to put in effort!"", 'reasonForLabel': 'Demonstrating maturity and self-assurance.'}, {'preferredLabel': 'communicate effectively', 'verbatimQuoteForLabel': 'Write heartfelt messages of encouragement to inspire athletes on their journey.', 'reasonForLabel': 'Expressing ideas clearly and effectively.'}]";3;1138;['show initiative', 'think creatively', 'apply knowledge of philosophy, ethics and religion', 'show empathy', 'engage others in environment friendly behaviours', 'show determination', 'think critically', 'work efficiently', 'show confidence', 'communicate effectively']
3586449;Volunteer Reiki Practitioner @ The Healing WELL;The Healing WELL is a free, drop-in wellness center in the Tenderloin neighborhood of SF. We offer a wide range of creative healing and wellness services including addiction recovery support, yoga, tai-chi, meditation, sound healing, art, poetry, and reiki to community members impacted by trauma. Please join our efforts in bringing more wellness accessibility and options to this beloved community. We host classes outside at local parks, at partnered SROs and DISH Sites, and in our physical space on 374 Ellis St. If you are a sound healer or music therapist interested in volunteering with us, please check out our website www.healingwellsf.org and email mika@healingwellsf.org for more information.;['Music Arts', 'Counseling / Mental Health', 'Music Therapy', 'Social Work'];0;Art, culture, entertainment;[{'preferredLabel': 'show initiative', 'verbatimQuoteForLabel': 'Please join our efforts', 'reasonForLabel': 'Encourages proactive participation.'}, {'preferredLabel': 'apply knowledge of philosophy, ethics and religion', 'verbatimQuoteForLabel': 'bringing more wellness accessibility', 'reasonForLabel': 'Promotes understanding and purpose.'}, {'preferredLabel': 'accept criticism and guidance', 'verbatimQuoteForLabel': 'for more information.', 'reasonForLabel': 'Facilitates open feedback exchange.'}, {'preferredLabel': 'adapt to change', 'verbatimQuoteForLabel': 'We host classes outside at local parks, at partnered SROs and DISH Sites, and in our physical space on 374 Ellis St.', 'reasonForLabel': 'Adapts to different locations.'}, {'preferredLabel': 'show determination', 'verbatimQuoteForLabel': 'Please join our efforts in bringing more wellness accessibility and options to this beloved community.', 'reasonForLabel': 'Demonstrates commitment to the cause.'}, {'preferredLabel': 'think critically', 'verbatimQuoteForLabel': 'for more information.', 'reasonForLabel': 'Evaluates information for participation.'}, {'preferredLabel': 'engage others in environment friendly behaviours', 'verbatimQuoteForLabel': 'bringing more wellness accessibility and options to this beloved community.', 'reasonForLabel': 'Promotes eco-friendly practices.'}, {'preferredLabel': 'work efficiently', 'verbatimQuoteForLabel': 'Please join our efforts in bringing more wellness accessibility and options to this beloved community.', 'reasonForLabel': 'Achieves objectives with minimal resources.'}, {'preferredLabel': 'think creatively', 'verbatimQuoteForLabel': 'We offer a wide range of creative healing and wellness services including addiction recovery support, yoga, tai-chi, meditation, sound healing, art, poetry, and reiki to community members impacted by trauma.', 'reasonForLabel': 'Generates innovative solutions.'}, {'preferredLabel': 'show empathy', 'verbatimQuoteForLabel': 'We offer a wide range of creative healing and wellness services including addiction recovery support, yoga, tai-chi, meditation, sound healing, art, poetry, and reiki to community members impacted by trauma.', 'reasonForLabel': 'Shows considerate attention.'}];4;752;['show initiative', 'apply knowledge of philosophy, ethics and religion', 'accept criticism and guidance', 'adapt to change', 'show determination', 'think critically', 'engage others in environment friendly behaviours', 'work efficiently', 'think creatively', 'show empathy']
3776794;Virtual Volunteer PROGRAM MANAGER;"Our company is searching for experienced candidates for our creative tech non-profit start-up's youth development and program officer positions. To join our growing team, please review the list of responsibilities and qualifications. Responsibilities for a Program Manager. 1. Assist the Supervisor in research, identification, and selection of existing resources. 2. To lead a product and be the main strategist for youth development and corporate programs. 3. Assist the Supervisor in creating program materials to address identified needs. 4. Assist the Supervisor in making programmatic changes based on program evaluation outcomes and to meet changing local priorities. 5. Assist the Supervisor in structuring programs to meet the needs of diverse program participants. 6. Supervises the daily routine of the youth, volunteers, and mentors; including the (Learning Management System) curriculum, scope, sequence, and implementation 7. Design and support the implementation of consistent community-building activities that support shared purpose and belonging among the students. 8. Work with the Research Coordinator on fieldwork and corporate Subscriptions Coordinator. 9. Help Define clear and measurable program goals and objectives that align with the organization's mission and strategic priorities. 10. Assist- Develop a detailed program plan that outlines the scope of work, activities, timeline, and resources required to implement the program successfully. 11. Develop monitoring and evaluation frameworks to track program progress, measure outcomes, and assess impact against established indicators and benchmarks. 12. Design program interventions and activities that are evidence-based, culturally sensitive, tech-savvy, and responsive to the identified needs and context towards creativity and engagement. Please send your resume to recruitment@yiaw.org.";['Professional Development', 'Robotics'];1;Art, culture, entertainment;[{'preferredLabel': 'show initiative', 'verbatimQuoteForLabel': 'Assist the Supervisor', 'reasonForLabel': 'Initiative shown by assisting.'}, {'preferredLabel': 'adapt to change', 'verbatimQuoteForLabel': 'make programmatic changes', 'reasonForLabel': 'Changes in programs are required.'}, {'preferredLabel': 'think critically', 'verbatimQuoteForLabel': 'Assist the Supervisor in creating program materials', 'reasonForLabel': 'Critical thinking needed for creation.'}, {'preferredLabel': 'evaluate environmental impact of personal behaviour', 'verbatimQuoteForLabel': 'Design and support the implementation', 'reasonForLabel': 'Environmental considerations are involved.'}, {'preferredLabel': 'think analytically', 'verbatimQuoteForLabel': 'Supervises the daily routine', 'reasonForLabel': 'Analytical skills needed for supervision.'}, {'preferredLabel': 'apply knowledge of science, technology and engineering', 'verbatimQuoteForLabel': 'Design program interventions', 'reasonForLabel': 'Tech-savvy design is required.'}, {'preferredLabel': 'think creatively', 'verbatimQuoteForLabel': 'Design program interventions', 'reasonForLabel': 'Creativity in designing programs.'}, {'preferredLabel': 'resolve conflicts', 'verbatimQuoteForLabel': 'Supervises the daily routine of the youth, volunteers, and mentors', 'reasonForLabel': 'Conflict resolution among participants.'}, {'preferredLabel': 'work efficiently', 'verbatimQuoteForLabel': 'Design program interventions and activities', 'reasonForLabel': 'Efficient design is required.'}, {'preferredLabel': 'think holistically', 'verbatimQuoteForLabel': 'Assist the Supervisor in creating program materials to address identified needs', 'reasonForLabel': 'Holistic approach needed for addressing needs.'}];2;1905;['show initiative', 'adapt to change', 'think critically', 'evaluate environmental impact of personal behaviour', 'think analytically', 'apply knowledge of science, technology and engineering', 'think creatively', 'resolve conflicts', 'work efficiently', 'think holistically']
